School,School ID,Type,Coord East,Coord South,Google Maps Link,Google Maps
Mnqophiso,168,Primary,-33.873033,25.56922562,"https://www.google.com/maps?q=-33.87303280791997,25.569225622012958","https://www.google.com/maps?q=-33.87303280791997,25.569225622012958"
Molefe,284,Primary,-33.906869,25.59147571,"https://www.google.com/maps?q=-33.906869,25.59147571","https://www.google.com/maps?q=-33.906869,25.59147571"
Moses Mabhida,41,High School,-32.963987,,,
Motherwell,25,High School,-33.815262,25.57488437,"https://www.google.com/maps?q=-33.81526159530772,25.574884368507202","https://www.google.com/maps?q=-33.81526159530772,25.574884368507202"
Mqhayi,140,Primary,-32.937128,27.72922137,"https://www.google.com/maps?q=-32.93712786766852,27.729221367702234","https://www.google.com/maps?q=-32.93712786766852,27.729221367702234"
Msobomvu Full Service,323,Primary,-32.739899,25.79655624,"https://www.google.com/maps?q=-32.73989898,25.79655624","https://www.google.com/maps?q=-32.73989898,25.79655624"
Msobomvu Preschool,297,ECD,-32.745732,25.79667515,"https://www.google.com/maps?q=-32.7457315820498,25.796675154926096","https://www.google.com/maps?q=-32.7457315820498,25.796675154926096"
Mthonjeni,158,Primary,-33.80291,25.38784437,"https://www.google.com/maps?q=-33.802910348210084,25.387844368506492","https://www.google.com/maps?q=-33.802910348210084,25.387844368506492"
Mzamomhle Edu-care,294,ECD,-32.739804,25.79875313,"https://www.google.com/maps?q=-32.73980434430372,25.798753127420422","https://www.google.com/maps?q=-32.73980434430372,25.798753127420422"
Mzimhlophe,96,Primary,-33.857689,25.55707017,"https://www.google.com/maps?q=-33.8576889837666,25.557070166187824","https://www.google.com/maps?q=-33.8576889837666,25.557070166187824"
Mzingisi,312,Primary,,,,
Mzomtsha,157,Primary,,,,
Mzontsundu,29,High School,,,,
Ncedo,39,High School,-33.788632,25.58968988,"https://www.google.com/maps?q=-33.78863200648807,25.589689881524286","https://www.google.com/maps?q=-33.78863200648807,25.589689881524286"
Nceduluntu Edu-care,293,ECD,-32.681651,26.29227641,"https://www.google.com/maps?q=-32.68165081501924,26.29227641022517","https://www.google.com/maps?q=-32.68165081501924,26.29227641022517"
Ndyebo,27,High School,-33.808306,25.58100072,"https://www.google.com/maps?q=-33.808306022373955,25.58100072433005","https://www.google.com/maps?q=-33.808306022373955,25.58100072433005"
Ndzondelelo,31,High School,-33.862197,25.55607487,"https://www.google.com/maps?q=-33.86219726996942,25.556074872404213","https://www.google.com/maps?q=-33.86219726996942,25.556074872404213"
Nelisa,243,ECD,-33.800678,25.57951692,"https://www.google.com/maps?q=-33.800678,25.57951692","https://www.google.com/maps?q=-33.800678,25.57951692"
New Brighton Future Kids,233,ECD,-33.905964,25.59275929,"https://www.google.com/maps?q=-33.905964,25.59275929","https://www.google.com/maps?q=-33.905964,25.59275929"
Newell,16,High School,-33.898808,,,
Njongozabantu,81,ECD,-33.797261,25.6055921,"https://www.google.com/maps?q=-33.797261,25.6055921","https://www.google.com/maps?q=-33.797261,25.6055921"
Nkuthalo,74,Primary,-33.87791,25.56494425,"https://www.google.com/maps?q=-33.877910496556275,25.564944252694595","https://www.google.com/maps?q=-33.877910496556275,25.564944252694595"
Nobandla,320,ECD,-33.893886,25.59293301,"https://www.google.com/maps?q=-33.893886,25.59293301","https://www.google.com/maps?q=-33.893886,25.59293301"
Nokwezi,195,Primary,-33.828756,25.37621881,"https://www.google.com/maps?q=-33.82875592330766,25.376218810361873","https://www.google.com/maps?q=-33.82875592330766,25.376218810361873"
Nolundi,224,ECD,-33.894761,25.58983908,"https://www.google.com/maps?q=-33.894761,25.58983908","https://www.google.com/maps?q=-33.894761,25.58983908"
Noluthando,321,ECD,-33.872573,25.571911,"https://www.google.com/maps?q=-33.872573,25.571911","https://www.google.com/maps?q=-33.872573,25.571911"
Nomathamsanqa,167,Primary,-33.821454,25.45486125,"https://www.google.com/maps?q=-33.82145388172952,25.454861248998878","https://www.google.com/maps?q=-33.82145388172952,25.454861248998878"
Nomonde,238,ECD,-33.898924,25.59167732,"https://www.google.com/maps?q=-33.898924,25.59167732","https://www.google.com/maps?q=-33.898924,25.59167732"
Nomtha,308,ECD,,,,
Noninzi Luzipho,193,Primary,-33.808967,25.36532896,"https://www.google.com/maps?q=-33.808967338566596,25.365328964338794","https://www.google.com/maps?q=-33.808967338566596,25.365328964338794"
Nonkqubela,315,ECD,-33.81301,25.58137617,"https://www.google.com/maps?q=-33.813009862966666,25.58137616729963","https://www.google.com/maps?q=-33.813009862966666,25.58137616729963"
Nontsapho,252,ECD,-33.804926,25.60950307,"https://www.google.com/maps?q=-33.804926,25.60950307","https://www.google.com/maps?q=-33.804926,25.60950307"
Nontsikelelo,300,ECD,,,,
Nosandla Educare,206,ECD,-33.858149,25.53613634,"https://www.google.com/maps?q=-33.858148768407794,25.536136341975947","https://www.google.com/maps?q=-33.858148768407794,25.536136341975947"
Nosipho,162,Primary,-33.822789,25.40052412,"https://www.google.com/maps?q=-33.82278852409641,25.400524123856027","https://www.google.com/maps?q=-33.82278852409641,25.400524123856027"
Ntlemeza,172,Primary,-33.802569,25.40192344,"https://www.google.com/maps?q=-33.80256926241739,25.401923435503267","https://www.google.com/maps?q=-33.80256926241739,25.401923435503267"
Ntyatyambo,83,Primary,-33.871688,25.5560733,"https://www.google.com/maps?q=-33.871687922610555,25.55607330094124","https://www.google.com/maps?q=-33.871687922610555,25.55607330094124"
Nxanelwimfundo,59,Primary,,,,
P.G Mangqana Pre-School,260,ECD,,,,
P.G Manqana,270,ECD,,,,
Papenkuil,185,Primary,-33.920859,25.55307562,"https://www.google.com/maps?q=-33.92085852426192,25.553075622015886","https://www.google.com/maps?q=-33.92085852426192,25.553075622015886"
Paulos Oyigcwele,296,ECD,-33.808992,25.59967265,"https://www.google.com/maps?q=-33.80899235007284,25.599672647660306","https://www.google.com/maps?q=-33.80899235007284,25.599672647660306"
Pendla,78,Primary,-33.900606,25.58775072,"https://www.google.com/maps?q=-33.900606398277866,25.58775072433527","https://www.google.com/maps?q=-33.900606398277866,25.58775072433527"
Phakama,104,Primary,-33.865499,25.58162366,"https://www.google.com/maps?q=-33.86549856180082,25.58162365501606","https://www.google.com/maps?q=-33.86549856180082,25.58162365501606"
Phakamile,285,Primary,-33.821083,25.38644927,"https://www.google.com/maps?q=-33.82108279416098,25.386449267877442","https://www.google.com/maps?q=-33.82108279416098,25.386449267877442"
Phakamisa,32,High School,-33.857783,25.56218855,"https://www.google.com/maps?q=-33.85778258800996,25.562188551320826","https://www.google.com/maps?q=-33.85778258800996,25.562188551320826"
Phindubuye,201,Primary,-33.819592,25.39819963,"https://www.google.com/maps?q=-33.81959193215531,25.398199627515535","https://www.google.com/maps?q=-33.81959193215531,25.398199627515535"
Qaphelani,3,High School,-33.88162,25.58561627,"https://www.google.com/maps?q=-33.881619868547794,25.585616268510798","https://www.google.com/maps?q=-33.881619868547794,25.585616268510798"
Qaqawuli Godolozi,302,ECD,-33.813846,25.60996804,"https://www.google.com/maps?q=-33.81384551919858,25.609968044538864","https://www.google.com/maps?q=-33.81384551919858,25.609968044538864"
Qhamani Pre-school,212,ECD,-33.876655,25.56320893,"https://www.google.com/maps?q=-33.876654516707596,25.56320892531386","https://www.google.com/maps?q=-33.876654516707596,25.56320892531386"
Qhayiyalethu,20,High School,,,,
R H Godlo Senior,202,Primary,-33.803239,25.37862111,"https://www.google.com/maps?q=-33.803238885398194,25.378621106668096","https://www.google.com/maps?q=-33.803238885398194,25.378621106668096"
Republic,118,Primary,-33.897826,25.54006751,"https://www.google.com/maps?q=-33.89782592011218,25.540067510366082","https://www.google.com/maps?q=-33.89782592011218,25.540067510366082"
Rock of Ages,227,ECD,-33.804092,25.57437781,"https://www.google.com/maps?q=-33.804092,25.57437781","https://www.google.com/maps?q=-33.804092,25.57437781"
Rocklands,6,High School,-34.057497,18.60897891,"https://www.google.com/maps?q=-34.057497378805095,18.608978912697435","https://www.google.com/maps?q=-34.057497378805095,18.608978912697435"
Rufane Donkin,197,Primary,-33.915095,25.54695635,"https://www.google.com/maps?q=-33.9150950620373,25.546956350850742","https://www.google.com/maps?q=-33.9150950620373,25.546956350850742"
Sakha Abantwana,100,ECD,-33.907152,25.58977497,"https://www.google.com/maps?q=-33.907152,25.58977497","https://www.google.com/maps?q=-33.907152,25.58977497"
Sakhisizwe,14,High School,-33.878487,25.564405,"https://www.google.com/maps?q=-33.878487456346924,25.56440499734612","https://www.google.com/maps?q=-33.878487456346924,25.56440499734612"
Sakhuxolo Educare,263,ECD,-33.86037,25.54099066,"https://www.google.com/maps?q=-33.860369970994,25.54099066434193","https://www.google.com/maps?q=-33.860369970994,25.54099066434193"
Samkelewe,33,High School,,,,
Samuel Nongogo ,85,Primary,-33.895776,25.59904334,"https://www.google.com/maps?q=-33.89577609199437,25.599043335981495","https://www.google.com/maps?q=-33.89577609199437,25.599043335981495"
Sanctor,154,Primary,-33.882622,25.50694695,"https://www.google.com/maps?q=-33.88262240835983,25.50694695132211","https://www.google.com/maps?q=-33.88262240835983,25.50694695132211"
Sandwater,306,Primary,-34.166199,24.663981,"https://www.google.com/maps?q=-34.166199,24.663981","https://www.google.com/maps?q=-34.166199,24.663981"
Sapphire,51,Primary,-33.853048,25.47163391,"https://www.google.com/maps?q=-33.85304795419496,25.47163391205432","https://www.google.com/maps?q=-33.85304795419496,25.47163391205432"
Seagull,133,Primary,-33.733035,25.38555108,"https://www.google.com/maps?q=-33.73303541192428,25.38555108014914","https://www.google.com/maps?q=-33.73303541192428,25.38555108014914"
Sekunjalo PreSchool,272,ECD,,,,
Seyisi,279,Primary,-33.886369,25.60077071,"https://www.google.com/maps?q=-33.886368761616716,25.600770711478294","https://www.google.com/maps?q=-33.886368761616716,25.600770711478294"
Sifunimfundo,314,ECD,-33.797608,25.57737631,"https://www.google.com/maps?q=-33.79760787722665,25.577376314762574","https://www.google.com/maps?q=-33.79760787722665,25.577376314762574"
Sikhothina,125,Primary,-33.824406,25.38685542,"https://www.google.com/maps?q=-33.82440636611018,25.386855424330957","https://www.google.com/maps?q=-33.82440636611018,25.386855424330957"
Sikhulise Pre-School,205,ECD,-33.88699,25.60284458,"https://www.google.com/maps?q=-33.88699010517925,25.602844575246717","https://www.google.com/maps?q=-33.88699010517925,25.602844575246717"
Simanye,234,ECD,-33.896175,25.58977076,"https://www.google.com/maps?q=-33.896175,25.58977076","https://www.google.com/maps?q=-33.896175,25.58977076"
Sinethemba,291,ECD,-33.801531,25.59155759,"https://www.google.com/maps?q=-33.80153065048994,25.59155758868933","https://www.google.com/maps?q=-33.80153065048994,25.59155758868933"
Sipho Hashe,147,Primary,-33.872819,25.58565983,"https://www.google.com/maps?q=-33.872819400279354,25.58565982820476","https://www.google.com/maps?q=-33.872819400279354,25.58565982820476"
Sisonke,313,ECD,-33.886378,25.6077594,"https://www.google.com/maps?q=-33.88637770968649,25.607759402455912","https://www.google.com/maps?q=-33.88637770968649,25.607759402455912"
Sithembile,139,Primary,-29.735573,30.92281586,"https://www.google.com/maps?q=-29.7355725888522,30.922815864103423","https://www.google.com/maps?q=-29.7355725888522,30.922815864103423"
Sivuyiseni,204,Primary,-33.84007,25.53088207,"https://www.google.com/maps?q=-33.84006986877782,25.530882065454854","https://www.google.com/maps?q=-33.84006986877782,25.530882065454854"
Siyabulela ,92,ECD,-33.807099,25.59429308,"https://www.google.com/maps?q=-33.80709897604242,25.594293076287823","https://www.google.com/maps?q=-33.80709897604242,25.594293076287823"
Siyaphambili,69,Primary,-33.802282,25.61393552,"https://www.google.com/maps?q=-33.802281568264256,25.613935522482386","https://www.google.com/maps?q=-33.802281568264256,25.613935522482386"
Siyazama,295,ECD,-34.072749,24.496608,"https://www.google.com/maps?q=-34.072749,24.496608","https://www.google.com/maps?q=-34.072749,24.496608"
Sizamokuhle Daycare,221,ECD,-33.802257,25.59773858,"https://www.google.com/maps?q=-33.80225674195678,25.597738581028427","https://www.google.com/maps?q=-33.80225674195678,25.597738581028427"
Smarties,269,ECD,-33.972831,25.59451438,"https://www.google.com/maps?q=-33.972831203822736,25.594514381535475","https://www.google.com/maps?q=-33.972831203822736,25.594514381535475"
Sophakama Pre-School,219,ECD,-33.782244,25.58800368,"https://www.google.com/maps?q=-33.78224408988202,25.588003675063817","https://www.google.com/maps?q=-33.78224408988202,25.588003675063817"
Soqhayisa,34,High School,-33.804487,,,
Soutpan,199,Primary,,,,
Soweto-On-Sea,151,Primary,,,,
Spencer Mabija,93,Primary,-33.843326,25.53820656,"https://www.google.com/maps?q=-33.8433263086302,25.538206555014753","https://www.google.com/maps?q=-33.8433263086302,25.538206555014753"
St Augustines,303,Primary,-33.963111,25.62175239,"https://www.google.com/maps?q=-33.963110838579915,25.621752388500926","https://www.google.com/maps?q=-33.963110838579915,25.621752388500926"
St James,35,High School,-33.935186,25.57308583,"https://www.google.com/maps?q=-33.935186340124766,25.57308582618465","https://www.google.com/maps?q=-33.935186340124766,25.57308582618465"
St Joseph'S,124,Primary,-33.925149,25.5015482,"https://www.google.com/maps?q=-33.92514908732505,25.501548195694134","https://www.google.com/maps?q=-33.92514908732505,25.501548195694134"
St Magdalene,264,ECD,,,,
St Mary Magdalene,103,ECD,,,,
St Teresa'S (Rc),160,Primary,-33.936171,25.57364412,"https://www.google.com/maps?q=-33.93617066037834,25.573644124337257","https://www.google.com/maps?q=-33.93617066037834,25.573644124337257"
St Thomas,38,High School,-33.919038,25.55710498,"https://www.google.com/maps?q=-33.91903837522131,25.557104980159565","https://www.google.com/maps?q=-33.91903837522131,25.557104980159565"
Stephen Mazungula,50,Primary,-33.891207,25.59182997,"https://www.google.com/maps?q=-33.891207206031346,25.591829967880322","https://www.google.com/maps?q=-33.891207206031346,25.591829967880322"
Stephen Nkomo,135,Primary,-33.797305,25.39660211,"https://www.google.com/maps?q=-33.79730474214001,25.39660210714066","https://www.google.com/maps?q=-33.79730474214001,25.39660210714066"
Strelitzia,102,Primary,-33.86085,25.49433186,"https://www.google.com/maps?q=-33.86084971218498,25.494331859203484","https://www.google.com/maps?q=-33.86084971218498,25.494331859203484"
Sume Centre,286,ECD,-33.895676,25.59227928,"https://www.google.com/maps?q=-33.89567557955318,25.592279281375124","https://www.google.com/maps?q=-33.89567557955318,25.592279281375124"
Sunnyside,251,ECD,-33.901973,25.59839494,"https://www.google.com/maps?q=-33.901973,25.59839494","https://www.google.com/maps?q=-33.901973,25.59839494"
Swartkops,126,Primary,-33.86481,25.60248345,"https://www.google.com/maps?q=-33.86481036232352,25.60248344790797","https://www.google.com/maps?q=-33.86481036232352,25.60248344790797"
Takalani Daycare,211,ECD,-33.87267,25.57540569,"https://www.google.com/maps?q=-33.87266979315427,25.57540568700903","https://www.google.com/maps?q=-33.87266979315427,25.57540568700903"
Thanda Abantwana,242,ECD,,,,
Thandabantwana Daycare,217,ECD,-33.789111,25.58305465,"https://www.google.com/maps?q=-33.789111489952816,25.583054653183687","https://www.google.com/maps?q=-33.789111489952816,25.583054653183687"
Thandi's Educare & Aftercare,259,ECD,,,,
Thembalethu,107,ECD,-33.907308,25.60010112,"https://www.google.com/maps?q=-33.907308243779894,25.600101123128002","https://www.google.com/maps?q=-33.907308243779894,25.600101123128002"
Tinara,30,High School,-33.811683,25.39749493,"https://www.google.com/maps?q=-33.81168265916304,25.39749492617769","https://www.google.com/maps?q=-33.81168265916304,25.39749492617769"
Tinky Winky Day Care,235,ECD,-33.824381,25.5897519,"https://www.google.com/maps?q=-33.824381,25.5897519","https://www.google.com/maps?q=-33.824381,25.5897519"
Triomf,188,Primary,-33.887592,25.51036135,"https://www.google.com/maps?q=-33.887591946171945,25.510361352695163","https://www.google.com/maps?q=-33.887591946171945,25.510361352695163"
Twinkle toes Educare ,266,ECD,,,,
Tyhilulwazi,40,High School,-33.86242,25.54295925,"https://www.google.com/maps?q=-33.86241977569894,25.542959253168434","https://www.google.com/maps?q=-33.86241977569894,25.542959253168434"
Uitenhage,143,Primary,-33.74134,25.37387277,"https://www.google.com/maps?q=-33.741339584584864,25.373872766655698","https://www.google.com/maps?q=-33.741339584584864,25.373872766655698"
Umzam'omhle Educare,273,ECD,-33.861112,25.54003268,"https://www.google.com/maps?q=-33.861112481802856,25.540032681528714","https://www.google.com/maps?q=-33.861112481802856,25.540032681528714"
Van Der Kemp,149,Primary,-33.888971,25.53330291,"https://www.google.com/maps?q=-33.88897059949112,25.533302910840597","https://www.google.com/maps?q=-33.88897059949112,25.533302910840597"
Van Stadens,174,Primary,-33.909612,25.2166628,"https://www.google.com/maps?q=-33.9096117993681,25.216662801609772","https://www.google.com/maps?q=-33.9096117993681,25.216662801609772"
Verite,134,Primary,-33.738524,25.36677901,"https://www.google.com/maps?q=-33.73852389516339,25.366779012202546","https://www.google.com/maps?q=-33.73852389516339,25.366779012202546"
Vezubuhle,84,Primary,-33.817221,25.59246774,"https://www.google.com/maps?q=-33.81722093098663,25.592467737824485","https://www.google.com/maps?q=-33.81722093098663,25.592467737824485"
VM Kwinana,21,High School,-33.79769,25.39720291,"https://www.google.com/maps?q=-33.797690474419525,25.39720291083548","https://www.google.com/maps?q=-33.797690474419525,25.39720291083548"
Vuba,128,Primary,-33.799112,25.38556861,"https://www.google.com/maps?q=-33.799111783823626,25.385568608988237","https://www.google.com/maps?q=-33.799111783823626,25.385568608988237"
Vukani Daycare,311,ECD,,,,
Vukanibantu,80,Primary,-33.826446,25.59781321,"https://www.google.com/maps?q=-33.82644608977926,25.597813210837128","https://www.google.com/maps?q=-33.82644608977926,25.597813210837128"
Vulamazibuko,7,High School,-32.939983,27.74764259,"https://www.google.com/maps?q=-32.939982880110065,27.74764258934256","https://www.google.com/maps?q=-32.939982880110065,27.74764258934256"
Vulithemba,246,ECD,-33.867941,25.57438521,"https://www.google.com/maps?q=-33.867941,25.57438521","https://www.google.com/maps?q=-33.867941,25.57438521"
Vulumzi,19,High School,-33.827315,25.5946804,"https://www.google.com/maps?q=-33.82731543106958,25.59468039549589","https://www.google.com/maps?q=-33.82731543106958,25.59468039549589"
W B Tshume,150,Primary,-33.868539,25.58098075,"https://www.google.com/maps?q=-33.8685393120859,25.58098074801691","https://www.google.com/maps?q=-33.8685393120859,25.58098074801691"
Walmer,200,Primary,-33.983145,25.59204782,"https://www.google.com/maps?q=-33.98314458768467,25.592047824594495","https://www.google.com/maps?q=-33.98314458768467,25.592047824594495"
Walmer HS,12,High School,-33.984663,25.58707228,"https://www.google.com/maps?q=-33.98466340728998,25.587072282010705","https://www.google.com/maps?q=-33.98466340728998,25.587072282010705"
West End,136,Primary,-33.881385,25.51862858,"https://www.google.com/maps?q=-33.88138484719807,25.518628582004904","https://www.google.com/maps?q=-33.88138484719807,25.518628582004904"
Winterberg,120,Primary,-33.769461,25.39377555,"https://www.google.com/maps?q=-33.769461193223336,25.39377555316326","https://www.google.com/maps?q=-33.769461193223336,25.39377555316326"
Wongalethu,9,High School,-32.95013,27.74998477,"https://www.google.com/maps?q=-32.95013003109316,27.749984766612005","https://www.google.com/maps?q=-32.95013003109316,27.749984766612005"
Yellowwoods,178,Primary,-33.903179,25.25738364,"https://www.google.com/maps?q=-33.903179445739774,25.25738363920157","https://www.google.com/maps?q=-33.903179445739774,25.25738363920157"
Yomelela EduCare,236,ECD,-33.880337,25.60037885,"https://www.google.com/maps?q=-33.88033705943463,25.600378852694693","https://www.google.com/maps?q=-33.88033705943463,25.600378852694693"
Zamukukhanya,156,Primary,,,,
Zanolwazi,11,High School,,,,
Zanoxolo,58,Primary,-33.797113,25.60487174,"https://www.google.com/maps?q=-33.79711267861864,25.60487173967095","https://www.google.com/maps?q=-33.79711267861864,25.60487173967095"
Zizamele,304,ECD,-33.892751,25.60417254,"https://www.google.com/maps?q=-33.892751,25.60417254","https://www.google.com/maps?q=-33.892751,25.60417254"
Zukhanye,249,ECD,-33.797929,25.60619036,"https://www.google.com/maps?q=-33.797929,25.60619036","https://www.google.com/maps?q=-33.797929,25.60619036"
Zukisa,307,Primary,,,,
